New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21
WAP_2025_08_00657,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate left and right banks (approx 1500m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,
WAP_2025_08_00658,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Reintroduce LWD for habitat value,Reintroduce Large Woody Debris,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,
WAP_2025_08_00659,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove gorse,Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,
WAP_2025_08_00660,,Reach 2.4,2.4.11,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Investigate provision of fish passage past the drop structure,Investigate,Low,1,,Null,Null,$-,$-,Planning,,Confirm if migratory fish are present then consider options for fish ladder if required.,,
WAP_2025_08_00661,,Reach 2.4,2.4.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation from river and Rocky Creek confluence (approx 200m),Weed Control,High,3,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00662,,Reach 2.4,2.4.3,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove gorse (1100m),Removal of Vegetation,High,3,,Null,Null,$-,$-,Planning,,Commencing 1100m upstyream of Elmhurst-Glenpatrick Road bridge,,
WAP_2025_08_00663,,Reach 2.4,2.4.3,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Revegetate to railway line (some parts already done),Revegetation,High,3,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00664,,Reach 2.4,2.4.4,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence both banks between railway line and Elmhurst-Glenpatrick Rd (approx 200m either side) Existing fencing on right bank to be replaced,Fencing,High,3,WCMA,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00665,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence gaps and revegetate on left and right banks (approx 300m),Fencing & Revegetation,High,3,WCMA,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,
WAP_2025_08_00666,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Approach landholders to increase setback of current fencing along the river-if not the permanent fencing at least the temporary fencing,Fencing & Revegetation,High,3,WCMA,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,
WAP_2025_08_00667,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation (some willows),Removal of Vegetation,High,3,,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,
WAP_2025_08_00668,,Reach 2.4,2.4.6,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation from river in swampy section downstream of Rocky Creek confluence to 500m upstream of Pyrenees Hwy (approx 750m),Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00669,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation and fence left bank and revegetate both banks upstream of Pyrenees Hwy (170m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00670,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate right bank downstream of Pyrenees Hwy (470m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00671,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation downstream of Pyrenees Hwy (470m),Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00672,,Reach 2.4,2.4.8,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate both banks (750m either side),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From Elmhurst-Glenpatrick Rd bridge to downstream property boundary of Eyrie Stud (ex deer farm),,
WAP_2025_08_00673,,Reach 2.4,2.4.8,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Reintroduce LWD for habitat value,Reintroduce Large Woody Debris,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From Elmhurst-Glenpatrick Rd bridge to downstream property boundary of Eyrie Stud (ex deer farm),,
WAP_2025_08_00674,,Reach 2.4,2.4.9,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Revegetate left and right banks (approx 380m) from downstream of property boundary of Eyrie Stud,Revegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00675,,Reach 2.4,2.4.9,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Continue gorse control from downstream of property boundary of Eyrie Stud,Weed Control,Medium,2,,Null,Null,$-,$-,Planning,,,,
WAP_2025_08_00676,1866,Unknown,Hickmans Creek,Unknown,Wimmera River WAP 2003 - Reach 2,Michael Greene,5354 8283,Stabilise bank erosion,Stability,Medium,2,WCMA,700808,5880326,"$8,000.00","$10,000.00",Completed,,,,
WAP_2025_08_00677,,Unknown,Unknown,Unknown,Wimmera River WAP 2003 - Reach 2,Rob Greene,5354 8412,Unknown,Unknown,Null,Null,WCMA,698802,5880515,$-,$-,Unknown,2014-15,Active 5-6m headcuts migrating u/s,,
WAP_2025_08_00678,,Reach 3,W/3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Provide flood warning signage and monitor integrity of road bridge,Flood Signage,High,3,Refered to Council,689762,5883672,"$4,000.00",$-,Unknown,,Flood flows break across the eastern abutment of the bridge on Eversley-Crowlands Rd.,,
WAP_2025_08_00679,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Price,Null,Fencing & revegetate site to enable recruitment,Fencing & Revegetation,Medium,2,WCMA,692414,5882805,"$3,500.00",$-,Unknown,,No vegetation recruitment and degradated site,,
WAP_2025_08_00680,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Darbyshire/Price??,Null,Exclude stock access by fencing and monitor meander cutoff and alienated cutoff pool,Fencing & Revegetation,Medium,2,WCMA,690925,5884010,"$14,000.00",$-,Unknown,,Significant platypus habitat,,
WAP_2025_08_00681,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fencing & revegetate sites to provide more continuous vegetation,Fencing & Revegetation,High,3,WCMA,695545,5884959,"$275,000.00",$-,Unknown,,Chain of pools & discontinuous vegetation threatened by uncontrolled stock access,,
WAP_2025_08_00682,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fencing & revegetate site to protect high vegetation values,Fencing & Revegetation,High,3,WCMA,693928,5881962,"$55,000.00",$-,Unknown,,Full stock access causing pugging in bed,,
WAP_2025_08_00683,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,"Exclude stock access through fencing, revegetation undertorey species. Phragmites management required",Fencing & Revegetation,High,3,WCMA,690656,5883927,"$55,000.00",$-,Unknown,,Full stock access destroying understorey. Good canopy coverage.,,
WAP_2025_08_00684,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,689927,5883778,"$395,000.00",$-,Unknown,,Uncontolled stock access,,
WAP_2025_08_00685,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fence site to control stock access,Fencing & Revegetation,Medium,2,WCMA,690095,5883871,"$3,500.00",$-,Unknown,,River Red Gums not regenerating,,
WAP_2025_08_00686,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Provide ongoing monitoring of platypus habitat and populations,Platypus Study,High,3,,690925,5884010,"$8,000.00",$-,Unknown,,Significant platypus populations,,
WAP_2025_08_00687,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,
WAP_2025_08_00688,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Chris & Helen Darbyshire,5354 8258,Undertake detailed 3-D survey and modelling to quantify stream powers and potential rate of change in the channel.,Stability,High,3,,690095,5883870,"$25,000.00",$-,Completed,,Channel deepening and incision from the downstream reach (reach 4) threatening to break through valley choke rock controls. Done - Undertake geomorphic surveys - Marty to recommend frequency.,,
WAP_2025_08_00689,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Water Quality,High,3,,Entire Reach,Entire Reach,"$45,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,
WAP_2025_08_00690,,Reach 3,W3/4,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fence waterway and monitor,Fencing,High,3,WCMA,692995,5882080,"$105,000.00",$-,Defered,,Uncontrolled Stock Access. Fencing only,,
WAP_2025_08_00691,,Reach 3,W3/5,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fence waterway and monitor,Fencing,High,3,WCMA,694615,5882627,"$49,000.00",$-,Unknown,,Uncontrolled Stock Access,,
WAP_2025_08_00692,,Reach 3,W3/5/1,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Provide grade control,Stability,Medium,2,,695711,5882079,"$60,000.00",$-,Unknown,,Multiple active erosion heads,,
WAP_2025_08_00693,,Reach 3,W3/7,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Fence waterway and monitor,Fencing,High,3,WCMA,695275,5884057,"$17,500.00",$-,Defered,,Uncontrolled Stock Access. Fencing Only,,
WAP_2025_08_00694,,Reach 3,W3/8,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Undertake bed & bank stabilisation to prevent headward erosion & tunnelling.,Stability,High,3,,694306,5884689,"$135,000.00",$-,Completed,,Active erosion along entire reach,,
WAP_2025_08_00695,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Fence out key habitat pool sites to encourage revegetation,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$75,500.00",$-,Unknown,,Key habitat pools lack riparian vegetation,,
WAP_2025_08_00696,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Fence and revegetate segments around existing trees over 3 years,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$86,250.00",$-,Unknown,,Loss of riparian cover & continuity,,
WAP_2025_08_00697,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,"Fence, revegetate & monitor site",Fencing & Revegetation,Medium,2,WCMA,689503,5883658,"$11,500.00",$-,Defered,,Erosion & fragmented vegetation,,
WAP_2025_08_00698,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Provide ongoing monitoring of platypus habitat and populations,Monitor,High,3,,690925,5884010,"$16,000.00",$-,Unknown,,Significant platypus populations,,
WAP_2025_08_00699,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Monitor,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,
WAP_2025_08_00700,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,
WAP_2025_08_00701,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Noel Stevens,Null,Provide grade controls and bank stabilisation,Stability,High,3,,689681,5883635,"$196,000.00",$-,Monitor,,Channel is oversized and continuing to widen and incise,,
WAP_2025_08_00702,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Noel Stevens,Null,Provide groyne structures and bank stabilisation to protect large River Red Gum,Stability,High,3,,689490,5883660,"$35,000.00",$-,Monitor,,Large River Red Gum being undermined by bank erosion,,
WAP_2025_08_00703,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Steve Start,Null,Consider options to redistribute sediments to provide improved habitat value and fish passage,Stability,Medium,2,,687673,5885548,"$3,000.00",$-,Unknown,,Accumulation of bedload sediments from Spring and Tuckers Creeks smothering vegetation and preventing fish passage,,
WAP_2025_08_00704,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Control Spiny Rush over 3 years and revegetate,Weed Control,High,3,,Entire Reach,Entire Reach,"$14,400.00",$-,Unknown,,Significant Spiny Rush infestations,,
WAP_2025_08_00705,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,"Fence, revegetate & monitor site",Fencing & Revegetation,Very High,4,WCMA,683395,5889247,"$23,916.00",$-,Unknown,,Endangered platypus habitat,,
WAP_2025_08_00706,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,"Fencing, revegetation & typha management to restore platypus habitat",Fencing & Revegetation,High,3,WCMA,687675,5885549,"$12,758.00",$-,Unknown,,Excessive typha and exotic species threatening platypus habitat,,
WAP_2025_08_00707,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,682619,5890879,"$115,000.00",$-,Unknown,,Lack of vegetation,,
WAP_2025_08_00708,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,683524,5889106,"$86,250.00",$-,Unknown,,Lack of vegetation,,
WAP_2025_08_00709,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,687073,5885834,"$21,263.00",$-,Unknown,,Drained & highly modified swamp? Area,,
WAP_2025_08_00710,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fencing needed to restore connectivity,Fencing & Revegetation,Medium,2,WCMA,684387,5887892,"$143,750.00",$-,Unknown,,Lack of vegetative connectivity,,
WAP_2025_08_00711,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Install flood warning signs at Bulgana Road Crossing,Flood Signage,Very High,4,Refered to Council,682688,5891569,"$4,000.00",$-,Defered,,No flood warning signage at Bulgana Road Crossing. Not a CMA issue,,
WAP_2025_08_00712,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,
WAP_2025_08_00713,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Water Quality,High,3,,Entire Reach,Entire Reach,"$45,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,
WAP_2025_08_00714,,Reach 5,W5/2,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fencing site and revegetate understorey,Fencing & Revegetation,High,3,WCMA,682733,5891631,"$57,500.00",$-,Unknown,,"Erosion, fragmented vegetation",,
WAP_2025_08_00715,,Reach 5,W5/3,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$230,000.00",$-,Unknown,,Lack of vegetation,,
WAP_2025_08_00716,,Reach 5,W5/3/1/1,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,"Stabilise/replace failing structure, fence site & revegetate with native species",Stability,Medium,2,,687026,5888435,"$18,000.00",$-,Unknown,,Failing SCA grade control structures,,
WAP_2025_08_00717,,Reach 5,W5/3/1/1,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Stabilise/replace failed structure and investigate the need for additional grade control,Stability,Medium,2,,687086,5888520,"$15,000.00",$-,Unknown,,Failed SCA grade control structure,,
WAP_2025_08_00718,,Reach 5,W5/3/1/1,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Stabilise/replace failed structure and investigate the need for additional grade control,Stability,Medium,2,,687116,5888569,"$12,000.00",$-,Unknown,,Failed SCA grade control structure,,
WAP_2025_08_00719,,Reach 5,W5/3/1/2,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Monitor recovery of structures and batters,Monitor,Low,1,,687985,5888204,$-,$-,Unknown,,"Gabbion structure, long term stablility questionable",,
WAP_2025_08_00720,,Reach 5,W5/3/1/2,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Monitor recovery of structures and batters,Monitor,Low,1,,688342,5888108,$-,$-,Unknown,,New works showing signs of failure,,
WAP_2025_08_00721,,Reach 5,W5/3/1/2,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Stabilise with grade control stuctures,Stability,High,3,,688073,5887934,"$40,000.00",$-,Unknown,2014-15,Active bed incision downstream of Cemetry Rd. Inspected 14/15 - SCA structure at risk of being undermined and moving sediment d/s,,
WAP_2025_08_00722,,Reach 5,W5/4/1,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$86,250.00",$-,Unknown,,Lack of vegetation,,
